vivc_prime_name,n_sources,passport_candidate,in_marker_support,in_vivc_confirmed,in_constantini_2026,in_myles_2011,in_lacombe_2013,in_oliveira_2020,in_lac_emanuelli_2020,in_laucou_2018,in_liang_2019,in_grin_pedigree,in_grin_alignment,in_ssr_vivc,in_ssr_migliaro,in_ssr_lacombe,in_ssr_oliveira,in_node_profile,name_in_lacombe_2013,name_in_laucou_2018,name_in_lac_emanuelli_2020,name_in_grin_pedigree,name_in_grin_alignment,grin_accession_id
SÉMILLON,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
TAJKA E KUQE/TAJKA ROZE,1,TAJKA E KUQE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TAMJANIKA CRNA (MOSCATO ROSA),1,TAMJANIKA CRNA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
TANA KOUZY,1,TANA KUZY,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TARRAGONÍ,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
TAVRIDA = MAGARATCH 171,1,TAVRIDA,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TCHATYRBAK,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TCHERNY OSENNY,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TEINTURIER AD ACINO ROTONDO,1,GAMAY TEINTURIER DE CHAUDENAY,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
TEINTURIER DU CHER,1,GAMAY TEINTURIER DE CHAUDENAY,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TELEKI 5C,1,TELEKI 5 A (NON IDENTIFIED),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
TELEKI 8B,1,TELEKI 5 A (NON IDENTIFIED),False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
TELEKI 8B FERRARI,1,TELEKI 8 B SEL. FERRARI,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
TEMPRANILLA BLANCA = SANTA MAGDALENA,1,SANTA MAGDALENA,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
TEMPRANILLA BLANCA = SANTA MAYORQUIN = FARANA,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TERESITA = DALMASSO XVIII‐24,1,TERESITA,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
TERESITA = DALMASSO XVIII‐24 MUSCAT DE HAMBOURG,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TERMARINA (SCIACCARELLO),1,TERMARINA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
TERZI 100.31,1,TERZI 6- 26,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
TETA DE VACA (SPAIN),1,TETA DE VACA BLANCA,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
TETA DE VACA = DE CUERNO,1,TETA DE VACA BLANCA,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
THALLOCSY LAJOS MUSKOTALY = MUSCAT D'ALEXANDRIE,1,KOSSUTH LAJOS MUSKOTALY,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TIETA (SUFFOLK RED),1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
TINTA CÃO,1,ANADIA TINTA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
TINTA DA MADEIRA,1,ANADIA TINTA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TINTA RORIZ,1,ANADIA TINTA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
TINTA TINTO (COLLECTION SOARÈS GRENACHE = GARNACHA,1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TINTINHA (COLLECTION ESPORAO) CASTELÃO = PERIQUITA,1,TINTINHA (COLLECTION ESPORAO),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TITA KARTLIS,1,KARTLIS TITA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
TOGNONA,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
TORBATO,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
TORRES S.A.),1,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TORRONTÉS RIOJANO,1,TORRONTES RIOJANO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
TORTOZÓN,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
TOSCA BIANCA,1,UVA TOSCA BIANCA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
TOURIGANCA,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
TOZOT,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TRAMINER ROT,1,TRAMINER STELLA,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TREBBIANO,1,TREBBIANO NERO,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
TROLLINGER FAUX (COLLECTION COLMAR) LASKA,1,ICHKIMAR BELYI FAUX (COLLECTION KICHINEV),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TSIMLYANSKIY CHERNYI,1,SOCHINSKII CHERNYI,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TZIMLIANSKY BELYE,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
TÊTE D'OR),1,SALICETTE (COLLECTION PARC DE LA TETE D'OR),False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
UGILLINA,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
UGNI BLANC = TREBBIANO TOSCANO UGNI BLANC = TREBBIANO TOSCANO,1,MAINGONNAT BELDI X UGNI BLANC,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
UNKNOWN,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
UNKNOWN GRAPEVINE CA 10.1,1,VINELAND DWARF GRAPEVINE 001,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
URBANITRAUBE NOIR,1,URBANITRAUBE,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
URBANITRAUBE NOIR (COLLECTION OBERLIN),1,SALICETTE (COLLECTION OBERLIN),False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
UVA ACETO,1,ACETO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
UVA DE REY,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
UVA DEI VECCHI,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
UVA DEL FANTINI,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
UVA DI TROJA,1,UVA DI TROJANERO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
UVA D’ORO BIANCA,1,CALORA BIANCA DEL NOVESE,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
UVA SACRA (UVA SOGRA),1,SACRA NERA,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
V- VINIVERA,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
V. RIPARIA FABRE,1,RIPARIA SCRIBNER,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RIPARIA GLOIRE DE MONTPELLIER,1,RIPARIA GLOIRE DE MONTPELLIER,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RIPARIA GRAND GLABRE,1,RIPARIA GRAND GLABRE,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RIPARIA LOMBARD,1,RIPARIA LOMBARD,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RIPARIA MARTIN DES PAILLIERES,1,RIPARIA MARTIN DES PALLIERES,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RIPARIA PUBESCENT BLANC,1,RIPARIA PUBESCENT KLOSTERNEUBURG,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RIPARIA SCRIBNER,1,RIPARIA SCRIBNER,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RIPARIA SERICEA,1,RIPARIA SERICEA,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RIPARIA SOMBRE,1,RIPARIA SOMBRE,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RIPARIA TOMENTEUX,1,RIPARIA TOMENTEUX,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RUPESTRIS CONSTANTIA,1,RUPESTRIS CONSTANTIA MOTHER 240,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RUPESTRIS GAILLARD,1,RUPESTRIS GAILLARD,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RUPESTRIS MARTIN,1,RUPESTRIS MARTIN,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RUPESTRIS METALLIQUE,1,RUPESTRIS METALLIQUE,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. RUPESTRIS VELLETRI,1,RUPESTRIS VELLETRI,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
V. VINIFERA,1,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
V.LABRUSCA LINNE,1,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
V.VINIFERA,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
V.VINIVERA,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
VALENCI (BEBA),1,VALENCI TINTO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
VALENCÍ BLANCO,1,SALCENO BLANCO,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
VALENSI NOIR,1,DOUX NOIR,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
VALENTINO,1,VALENTINO NERO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
VARIÉTÉ D'OASIS BOU CHEMMA 46,1,VARIETE D'OASIS TOZEUR 25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
VARIÉTÉ D'OASIS DEGACHE 28,1,VARIETE D'OASIS DEGACHE 30,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
VARIÉTÉ D'OASIS TOZEUR 1,1,VARIETE D'OASIS TOZEUR 25,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
VELTLINER,1,VELTLINER ROT,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
VENUS SEEDLESS,1,VENUS,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
VERDECA,1,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
VERDECA (LAGORTHI),1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
VERDICHIO,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
VERDOT,1,VERDOT GRIS,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
VERNACCIA DI ORISTANO (SPERGOLA),1,VERNACCIA DI ORISTANO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
VERTKVITCHALIS TETRI,1,ABKHASURA TETRI,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
VERUES DE HUARTE,1,BERUES DE HUARTE,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
VERUÉS DE HUARTE,1,BERUES DE HUARTE,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
VICTOR = PIROVANO 314,1,EARLY VICTOR,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,,,,,,
VIGNE SAUVAGE FAUX MOUCHOUSES 1,1,VIGNE SAUVAGE FAUX PUENTE DE EL BURGO,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
VIJIRIEGA,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
VILLENAVE,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
VINHAO = SOUZAO,1,VINHAO,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
VINHÃO,1,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,,,,
VINHÃO = SOUZAO,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,,,,
VINTAIU,1,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,,,,
VIOGNER,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
VITIS AMURENSIS,1,VITIS AMURENSIS RUPRECHT,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
VITIS BERLANDIERI RESSEGUIER N. 2,1,VITIS BERLANDIERI PLANCHON,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
VITIS BOURQUINA #,1,VITIS BOURQUINA MUNSON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
VITIS CHAMPINII #,1,VITIS CHAMPINII PLANCHON,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
VITIS LABRUSCA,1,VITIS LABRUSCA LINNE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,
VITIS NOVAE-ANGLIAE FERNALD,1,VITIS RUFOTOMENTOSA SMALL,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
VITIS RIPARIA COLORADO,1,VITIS RIPARIA MICHAUX,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
VITIS ROTUNDIFOLIA,1,MUSCADINIA ROTUNDIFOLIA MICHAUX VAR. ROTUNDIFOLIA,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
VITIS RUPESTRIS DU LOT,1,VITIS RUPESTRIS SCHEELE,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,,,,,,
VITIS VINIFERA SUBSP. VINIFERA LINNE,1,VITIS VINIFERA LINNE SUBSP. SATIVA (DE CANDOLLE) HEGI,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
VOLGA DON,1,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,,,,,
VR 039- 16,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
VÊNUS,1,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,
